"DeMixT"	"CiberSortX"	"LinSeed"	"ESTIMATE"	"TUMERIC"	"genomic_avg"	"type"	"AbsCN.seq"	"ASCAT"	"PurBayes"	"CPE"
"TCGA-CN-4733-01"	0.281646314438531	0.738385971893084	0.77479243453423	0.435023508714	0.176524303618	0.446808973333333	"HNSC"	0.23	1	0.11042692	0.2795
"TCGA-CN-4735-01"	0.548029773148911	0.736197884458486	0.938176520486143	0.715931644161	0.559998176471	0.6251831	"HNSC"	0.53	0.68	0.6655493	0.6546
"TCGA-CN-4736-01"	0.287553395992617	0.759321469611454	0.513754665392998	0.601194895656	0.349604233333	0.381898033333333	"HNSC"	0.39	0.38	0.3756941	0.4891
"TCGA-CN-4737-01"	0.327089728251491	0.86027326726428	0.510301034642159	0.782301138422	0.42951342035	0.4244717	"HNSC"	0.41	0.46	0.4034151	0.6941
"TCGA-CN-4738-01"	0.268988885233048	0.935984595764212	0.598105267692821	0.77450300391	0.342330671928	0.301396366666667	"HNSC"	0.41	0.3	0.1941891	0.5833
"TCGA-CN-4739-01"	0.500187346249715	0.892532330653155	0.865018921348388	0.791572735277	0.574250939289	0.636101666666667	"HNSC"	0.54	0.45	0.918305	0.5842
"TCGA-CN-4740-01"	0.25969610758791	0.722984154309186	0.661673906739611	0.500024337945	0.290901189267	0.311400766666667	"HNSC"	0.42	0.29	0.2242023	0.4104
"TCGA-CN-4741-01"	0.810812549073008	0.969416648465552	0.863513074223408	0.881668677069	0.678058125	0.6961682	"HNSC"	0.74	0.59	0.7585046	0.869
"TCGA-CN-4742-01"	0.319145923272646	0.926849694094344	0.624996944001249	0.723566838333	0.34736045	0.338092833333333	"HNSC"	0.39	0.33	0.2942785	0.5663
"TCGA-CN-5355-01"	0.454737109005595	0.905332708074414	0.659459464106057	0.77968949446	0.50435355	0.557191866666667	"HNSC"	0.35	0.48	0.8415756	0.6654
"TCGA-CN-5356-01"	0.485114110321143	0.95233164095357	0.707071868588456	0.81444762039	0.412826556429	0.387793566666667	"HNSC"	0.37	0.37	0.4233807	0.6448
"TCGA-CN-5359-01"	0.484865895340541	0.808233125404611	0.805449021101967	0.520293414149	0.277490180718	0.331386366666667	"HNSC"	0.24	0.21	0.5441591	0.4169
"TCGA-CN-5360-01"	0.404091749884464	0.729424204808989	0.738316806403504	0.646746933296	0.502649387501	0.590316666666667	"HNSC"	0.94	0.37	0.46095	0.6051
"TCGA-CN-5363-01"	0.592877539979894	0.854357071767944	0.888571801939666	0.713853007542	0.509368766667	0.585038033333333	"HNSC"	0.48	0.45	0.8251141	0.6496
"TCGA-CN-5364-01"	0.569342106409504	0.918947819057781	0.803533768386502	0.793488566802	0.420116683333	0.404602866666667	"HNSC"	0.42	0.44	0.3538086	0.6783
"TCGA-CN-5365-01"	0.498755089040764	0.983418985514508	0.670521862552901	0.804471060731	0.512903717575	0.664431833333333	"HNSC"	0.46	0.55	0.9832955	0.6573
"TCGA-CN-5366-01"	0.538946035723791	0.936265870003877	0.661931808112321	0.76138958394	0.379808931794	0.3835356	"HNSC"	0.38	0.28	0.4906068	0.6571
"TCGA-CN-5367-01"	0.632671459653441	0.954197732413111	0.714182989637864	0.807223019672	0.508824516667	0.5103211	"HNSC"	0.53	0.51	0.4909633	0.6723
"TCGA-CN-5369-01"	0.276118570168105	0.922645047595952	0.730013164354431	0.619664706329	0.214200733333	0.199248766666667	"HNSC"	0.21	0.21	0.1777463	0.4301
"TCGA-CN-5370-01"	0.348493438555072	0.799054639155428	0.771422733979378	0.528405990732	0.381027418904	0.431768866666667	"HNSC"	0.47	0.43	0.3953066	0.5548
"TCGA-CN-5373-01"	0.180922191193403	0.945716056299619	0.619752573660711	0.645745258633	0.421767534802	0.4605672	"HNSC"	0.5	0.44	0.4417016	0.5956
"TCGA-CN-5374-01"	0.558464831551032	0.883486156167681	1.0526986427404	0.777326280474	0.504972190012	0.549109666666667	"HNSC"	0.43	0.42	0.797329	0.6817
"TCGA-CN-6010-01"	0.537149041039003	0.851241694627541	0.800230260993221	0.853064580856	0.430402829232	0.366463233333333	"HNSC"	0.4	0.39	0.3093897	0.7581
"TCGA-CN-6011-01"	0.466128333504102	0.984109083859296	0.707057407795779	0.842785792927	0.649104032579	0.775739266666667	"HNSC"	0.7	0.63	0.9972178	0.8154
"TCGA-CN-6012-01"	0.494267607717186	0.880397305718642	0.847913454200954	0.777843980957	0.426559803187	0.4102799	"HNSC"	0.54	0.36	0.3308397	0.7367
"TCGA-CN-6013-01"	0.401959053095417	0.89773185993327	0.706841367956098	0.641041509835	0.421889301469	0.459615866666667	"HNSC"	0.46	0.52	0.3988476	0.5881
"TCGA-CN-6016-01"	0.161033237133587	0.75575795166786	0.246826067502882	0.602110262319	0.3084747	0.329523933333333	"HNSC"	0.35	0.34	0.2985718	0.5704
"TCGA-CN-6017-01"	0.150533560875368	0.458617162336373	1.7396196911178e-05	0.452634556192	0.38413085	0.485960866666667	"HNSC"	0.28	0.44	0.7378826	0.3034
"TCGA-CN-6018-01"	0.50759223141173	0.883061707970066	0.809324057147607	0.664871123463	0.339280192339	0.3434536	"HNSC"	0.42	0.32	0.2903608	0.5406
"TCGA-CN-6019-01"	0.194766991113351	0.577863979320816	0.64060789557	0.492727568391	0.383682279481	0.431382366666667	"HNSC"	0.38	0.61	0.3041471	0.5361
