"DeMixT"	"CiberSortX"	"LinSeed"	"ESTIMATE"	"TUMERIC"	"genomic_avg"	"type"	"AbsCN.seq"	"ASCAT"	"PurBayes"	"CPE"
"TCGA-A2-A0SV-01"	0.750212085937778	NA	0.855040736726589	0.66900372405	0.602111150993	0.6679349	"BRCA"	0.63	0.63	0.7438047	0.6729
"TCGA-A2-A0SW-01"	0.715657456993335	NA	0.698723108264774	0.613744644882	0.400283008333	0.422624933333333	"BRCA"	0.4	0.37	0.4978748	0.6421
"TCGA-A2-A0SX-01"	0.44065721120712	NA	0.565809253906467	0.579833819254	0.469694880057	0.525128933333333	"BRCA"	0.48	0.57	0.5253868	0.6626
"TCGA-A2-A0SY-01"	0.30154585266726	NA	0.468283101716837	0.618539366089	0.554121575993	0.616360333333333	"BRCA"	0.62	0.63	0.599081	0.8188
"TCGA-A2-A0T0-01"	0.754822495042382	NA	0.869809281323833	0.775993782924	0.513852491667	0.499468766666667	"BRCA"	0.42	0.56	0.5184063	0.7259
"TCGA-A2-A0T1-01"	0.575309181363483	NA	0.59824925267319	0.485090113066	0.319092219145	0.3394293	"BRCA"	0.61	0.22	0.1882879	0.4113
"TCGA-A2-A0T2-01"	0.801180409447064	NA	0.586830545543145	0.799035863499	0.705191149792	0.822921166666667	"BRCA"	0.68	0.79	0.9987635	0.8631
"TCGA-A2-A0T3-01"	0.590174168479498	NA	0.964976153720703	0.898643208156	0.692167728992	0.774848533333333	"BRCA"	1	0.64	0.6845456	0.7466
"TCGA-A2-A0T4-01"	0.391687529142043	NA	0.630095931613486	0.619671663903	0.466548669776	0.499811866666667	"BRCA"	0.54	0.49	0.4694356	0.6972
"TCGA-A2-A0T5-01"	0.461605275440532	NA	0.641699479575845	0.810778118586	0.549487575988	0.536993233333333	"BRCA"	0.38	0.63	0.6009797	0.7658
"TCGA-A2-A0T6-01"	0.127126707936114	NA	0.481865821474445	0.54914223811	0.438364487103	0.495078933333333	"BRCA"	0.44	0.55	0.4952368	0.7257
"TCGA-A2-A0T7-01"	0.401685657669449	NA	0.678594710818383	0.748140554212	0.545138732227	0.536686233333333	"BRCA"	0.7	0.49	0.4200587	0.7923
"TCGA-A2-A0YC-01"	0.304103875002336	NA	0.584905259286457	0.744977118536	0.562863544264	0.586820533333333	"BRCA"	0.5	0.6	0.6604616	0.8188
"TCGA-A2-A0YD-01"	0.273516614063417	NA	0.540783776400806	0.596149867691	0.413567425	0.438997	"BRCA"	0.44	0.51	0.366991	0.7142
"TCGA-A2-A0YE-01"	0.775609563004605	NA	0.902055233824018	0.869113144091	0.736310930435	0.757533233333333	"BRCA"	0.71	0.61	0.9525997	0.8224
"TCGA-A2-A0YF-01"	0.357272503718936	NA	0.574268830863162	0.789272083202	0.689441008333	0.718066733333333	"BRCA"	0.7	0.71	0.7442002	0.8519
"TCGA-A2-A0YG-01"	0.79014174271126	NA	1.09014849005388	0.864546918842	0.638649355504	0.6428151	"BRCA"	0.55	0.49	0.8884453	0.7976
"TCGA-A2-A0YH-01"	0.516397053968829	NA	0.85625175043844	0.581842789405	0.381426116667	0.402210633333333	"BRCA"	0.45	0.39	0.3666319	0.6068
"TCGA-A2-A0YI-01"	0.188467634307641	NA	0.303763423341057	0.574461139025	0.430265241667	0.457458	"BRCA"	0.63	0.46	0.282374	0.6682
"TCGA-A2-A0YJ-01"	0.706456788684331	NA	0.813999702216686	0.910331686643	0.701029175	0.6800855	"BRCA"	0.69	0.49	0.8602565	0.726
"TCGA-A2-A0YK-01"	0.097236369516749	NA	0.244592922266194	0.503747863739	0.238778481919	0.240867266666667	"BRCA"	0.3	0.23	0.1926018	0.5516
"TCGA-A2-A0YL-01"	0.205478438349199	NA	0.575911217274619	0.715648625439	0.26472025	0.190995333333333	"BRCA"	0.21	0.22	0.142986	0.7032
"TCGA-A2-A0YM-01"	0.723293623692599	NA	0.993113814355894	0.749225214928	0.612516791667	0.665356933333333	"BRCA"	0.53	0.55	0.9160708	0.7266
"TCGA-A2-A0YT-01"	0.692348199438341	NA	0.952586154441572	0.855237558653	0.693410691667	0.710869066666667	"BRCA"	0.75	0.52	0.8626072	0.7817
